,AAA,BAA,AAA_10Y_spread,BAA_10Y_spread,High_Yield_Index,AAA_BAA_spread
2017-08-16,3.64,4.32,1.41,2.09,3.88,0.6800000000000002
2017-08-17,3.64,4.3,1.45,2.11,3.93,0.6599999999999997
2017-08-18,3.64,4.31,1.45,2.12,3.98,0.6699999999999995
2017-08-21,3.62,4.3,1.44,2.12,4.0,0.6799999999999997
2017-08-22,3.66,4.32,1.44,2.1,3.93,0.6600000000000001
2017-08-23,3.62,4.29,1.45,2.12,3.95,0.6699999999999999
2017-08-24,3.64,4.31,1.45,2.12,3.91,0.6699999999999995
2017-08-25,3.62,4.29,1.45,2.12,3.89,0.6699999999999999
2017-08-28,3.62,4.29,1.46,2.13,3.88,0.6699999999999999
2017-08-29,3.62,4.28,1.49,2.15,3.9,0.6600000000000001
2017-08-30,3.62,4.29,1.47,2.14,3.86,0.6699999999999999
2017-08-31,3.59,4.26,1.47,2.14,3.85,0.6699999999999999
2017-09-01,3.64,4.31,1.48,2.15,3.82,0.6699999999999995
2017-09-04,3.64,4.31,1.48,2.15,3.82,0.6699999999999995
2017-09-05,3.57,4.23,1.5,2.16,3.91,0.6600000000000006
2017-09-06,3.61,4.27,1.51,2.17,3.84,0.6599999999999997
2017-09-07,3.6,4.22,1.55,2.17,3.88,0.6199999999999997
2017-09-08,3.6,4.23,1.54,2.17,3.92,0.6300000000000003
2017-09-11,3.65,4.29,1.51,2.15,3.85,0.6400000000000001
2017-09-12,3.66,4.33,1.49,2.16,3.81,0.6699999999999999
2017-09-13,3.67,4.33,1.47,2.13,3.78,0.6600000000000001
2017-09-14,3.65,4.31,1.45,2.11,3.74,0.6599999999999997
2017-09-15,3.63,4.3,1.43,2.1,3.73,0.6699999999999999
2017-09-18,3.67,4.33,1.44,2.1,3.68,0.6600000000000001
2017-09-19,3.67,4.33,1.43,2.09,3.66,0.6600000000000001
2017-09-20,3.67,4.34,1.39,2.06,3.6,0.6699999999999999
2017-09-21,3.62,4.32,1.35,2.05,3.62,0.7000000000000002
2017-09-22,3.62,4.31,1.36,2.05,3.64,0.6899999999999995
2017-09-25,3.58,4.28,1.36,2.06,3.66,0.7000000000000002
2017-09-26,3.58,4.28,1.34,2.04,3.62,0.7000000000000002
2017-09-27,3.64,4.37,1.33,2.06,3.57,0.73
2017-09-28,3.64,4.36,1.33,2.05,3.57,0.7200000000000002
2017-09-29,3.62,4.33,1.29,2.0,3.54,0.71
2017-09-30,3.62,4.33,1.29,2.0,3.56,0.71
2017-10-02,3.61,4.33,1.27,1.99,3.55,0.7200000000000002
2017-10-03,3.61,4.33,1.28,2.0,3.55,0.7200000000000002
2017-10-04,3.59,4.34,1.26,2.01,3.54,0.75
2017-10-05,3.61,4.35,1.26,2.0,3.52,0.7399999999999998
2017-10-06,3.63,4.35,1.26,1.98,3.52,0.7199999999999998
2017-10-09,3.63,4.34,1.26,1.98,3.51,0.71
2017-10-10,3.61,4.32,1.26,1.97,3.52,0.7100000000000004
2017-10-11,3.6,4.32,1.25,1.97,3.52,0.7200000000000002
2017-10-12,3.58,4.3,1.25,1.97,3.56,0.7199999999999998
2017-10-13,3.54,4.25,1.26,1.97,3.6,0.71
2017-10-16,3.56,4.27,1.26,1.97,3.53,0.7099999999999995
2017-10-17,3.54,4.25,1.24,1.95,3.5,0.71
2017-10-18,3.58,4.29,1.24,1.95,3.46,0.71
2017-10-19,3.55,4.27,1.22,1.94,3.48,0.7199999999999998
2017-10-20,3.6,4.33,1.21,1.94,3.42,0.73
2017-10-23,3.6,4.32,1.22,1.94,3.4,0.7200000000000002
2017-10-24,3.63,4.34,1.21,1.92,3.38,0.71
2017-10-25,3.64,4.37,1.2,1.93,3.42,0.73
2017-10-26,3.65,4.37,1.19,1.91,3.41,0.7200000000000002
2017-10-27,3.63,4.35,1.21,1.93,3.44,0.7199999999999998
2017-10-30,3.58,4.29,1.21,1.92,3.49,0.71
2017-10-31,3.58,4.29,1.2,1.91,3.51,0.71
2017-11-01,3.56,4.29,1.19,1.92,3.48,0.73
2017-11-02,3.53,4.26,1.18,1.91,3.52,0.73
2017-11-03,3.53,4.25,1.19,1.91,3.52,0.7200000000000002
2017-11-06,3.51,4.24,1.19,1.92,3.55,0.7300000000000004
2017-11-07,3.5,4.22,1.18,1.9,3.57,0.7199999999999998
2017-11-08,3.57,4.24,1.25,1.92,3.67,0.6700000000000004
2017-11-09,3.6,4.26,1.27,1.93,3.79,0.6599999999999997
2017-11-10,3.6,4.26,1.27,1.93,3.76,0.6599999999999997
2017-11-13,3.69,4.33,1.29,1.93,3.77,0.6400000000000001
2017-11-14,3.66,4.31,1.28,1.93,3.84,0.6499999999999995
2017-11-15,3.6,4.28,1.27,1.95,3.97,0.6800000000000002
2017-11-16,3.62,4.29,1.25,1.92,3.79,0.6699999999999999
2017-11-17,3.61,4.28,1.26,1.93,3.76,0.6700000000000004
2017-11-20,3.6,4.28,1.23,1.91,3.7,0.6800000000000002
2017-11-21,3.56,4.24,1.2,1.88,3.66,0.6800000000000002
2017-11-22,3.52,4.23,1.2,1.91,3.7,0.7100000000000004
2017-11-23,3.52,4.23,1.2,1.91,3.7,0.7100000000000004
2017-11-24,3.53,4.24,1.19,1.9,3.67,0.7100000000000004
2017-11-27,3.53,4.25,1.21,1.93,3.66,0.7200000000000002
2017-11-28,3.55,4.25,1.21,1.91,3.67,0.7000000000000002
2017-11-29,3.6,4.29,1.23,1.92,3.64,0.69
2017-11-30,3.61,4.3,1.19,1.88,3.61,0.69
2017-12-01,3.52,4.24,1.15,1.87,3.63,0.7200000000000002
2017-12-04,3.52,4.24,1.15,1.87,3.58,0.7200000000000002
2017-12-05,3.48,4.2,1.12,1.84,3.57,0.7200000000000002
2017-12-06,3.48,4.19,1.15,1.86,3.63,0.7100000000000004
2017-12-07,3.53,4.25,1.16,1.88,3.63,0.7200000000000002
2017-12-08,3.54,4.25,1.16,1.87,3.63,0.71
2017-12-11,3.52,4.24,1.13,1.85,3.61,0.7200000000000002
2017-12-12,3.52,4.24,1.12,1.84,3.58,0.7200000000000002
2017-12-13,3.48,4.19,1.12,1.83,3.64,0.7100000000000004
2017-12-14,3.46,4.17,1.11,1.82,3.63,0.71
2017-12-15,3.43,4.15,1.08,1.8,3.64,0.7200000000000002
2017-12-18,3.48,4.2,1.09,1.81,3.64,0.7200000000000002
2017-12-19,3.56,4.27,1.1,1.81,3.6,0.7099999999999995
2017-12-20,3.6,4.31,1.11,1.82,3.58,0.7099999999999995
2017-12-21,3.55,4.27,1.07,1.79,3.57,0.7199999999999998
2017-12-22,3.55,4.27,1.07,1.79,3.56,0.7199999999999998
2017-12-25,3.55,4.27,1.07,1.79,3.56,0.7199999999999998
2017-12-26,3.53,4.25,1.06,1.78,3.57,0.7200000000000002
2017-12-27,3.47,4.18,1.05,1.76,3.59,0.7099999999999995
2017-12-28,3.48,4.19,1.05,1.76,3.55,0.7100000000000004
2017-12-29,3.45,4.17,1.05,1.77,3.58,0.7199999999999998
2017-12-31,3.45,4.17,1.05,1.77,3.63,0.7199999999999998
2018-01-01,3.45,4.17,1.05,1.77,3.63,0.7199999999999998
2018-01-02,3.52,4.24,1.06,1.78,3.55,0.7200000000000002
2018-01-03,3.5,4.21,1.06,1.77,3.48,0.71
2018-01-04,3.47,4.21,1.01,1.75,3.4,0.7399999999999998
2018-01-05,3.5,4.23,1.03,1.76,3.36,0.7300000000000004
2018-01-08,3.5,4.23,1.01,1.74,3.35,0.7300000000000004
2018-01-09,3.57,4.29,1.02,1.74,3.33,0.7200000000000002
2018-01-10,3.58,4.28,1.03,1.73,3.42,0.7000000000000002
2018-01-11,3.53,4.23,0.99,1.69,3.4,0.7000000000000006
2018-01-12,3.5,4.23,0.95,1.68,3.37,0.7300000000000004
2018-01-15,3.5,4.23,0.95,1.68,3.35,0.7300000000000004
2018-01-16,3.49,4.2,0.95,1.66,3.34,0.71
2018-01-17,3.5,4.23,0.93,1.66,3.34,0.7300000000000004
2018-01-18,3.54,4.26,0.92,1.64,3.35,0.7199999999999998
2018-01-19,3.58,4.28,0.94,1.64,3.35,0.7000000000000002
2018-01-22,3.6,4.3,0.94,1.64,3.32,0.6999999999999997
2018-01-23,3.57,4.27,0.94,1.64,3.31,0.6999999999999997
2018-01-24,3.61,4.3,0.96,1.65,3.28,0.69
2018-01-25,3.55,4.24,0.92,1.61,3.28,0.6900000000000004
2018-01-26,3.58,4.26,0.92,1.6,3.23,0.6799999999999997
2018-01-29,3.59,4.29,0.89,1.59,3.26,0.7000000000000002
2018-01-30,3.63,4.32,0.9,1.59,3.33,0.6900000000000004
2018-01-31,3.59,4.28,0.87,1.56,3.29,0.6900000000000004
2018-02-01,3.62,4.34,0.84,1.56,3.29,0.7199999999999998
2018-02-02,3.73,4.42,0.89,1.58,3.36,0.69
2018-02-05,3.7,4.4,0.93,1.63,3.48,0.7000000000000002
2018-02-06,3.7,4.4,0.91,1.61,3.6,0.7000000000000002
2018-02-07,3.76,4.46,0.92,1.62,3.46,0.7000000000000002
2018-02-08,3.79,4.48,0.94,1.63,3.59,0.6900000000000004
2018-02-09,3.82,4.5,0.99,1.67,3.82,0.6800000000000002
2018-02-12,3.83,4.5,0.97,1.64,3.71,0.6699999999999999
2018-02-13,3.84,4.52,1.01,1.69,3.78,0.6799999999999997
2018-02-14,3.88,4.57,0.97,1.66,3.69,0.6900000000000004
2018-02-15,3.87,4.53,0.97,1.63,3.57,0.6600000000000001
2018-02-16,3.87,4.53,1.0,1.66,3.5,0.6600000000000001
2018-02-19,3.87,4.53,1.0,1.66,3.5,0.6600000000000001
2018-02-20,3.89,4.55,1.01,1.67,3.48,0.6599999999999997
2018-02-21,3.95,4.61,1.01,1.67,3.46,0.6600000000000001
2018-02-22,3.9,4.6,0.98,1.68,3.53,0.6999999999999997
2018-02-23,3.89,4.56,1.01,1.68,3.58,0.6699999999999995
2018-02-26,3.88,4.56,1.02,1.7,3.5,0.6799999999999997
2018-02-27,3.9,4.59,1.0,1.69,3.47,0.69
2018-02-28,3.84,4.55,0.97,1.68,3.47,0.71
2018-03-01,3.82,4.53,1.01,1.72,3.59,0.7100000000000004
2018-03-02,3.9,4.58,1.04,1.72,3.65,0.6800000000000002
2018-03-05,3.91,4.6,1.03,1.72,3.59,0.6899999999999995
2018-03-06,3.88,4.63,1.0,1.75,3.53,0.75
2018-03-07,3.9,4.66,1.01,1.77,3.56,0.7600000000000002
2018-03-08,3.88,4.64,1.02,1.78,3.56,0.7599999999999998
2018-03-09,3.9,4.67,1.0,1.77,3.53,0.77
2018-03-12,3.87,4.66,1.0,1.79,3.55,0.79
2018-03-13,3.86,4.64,1.02,1.8,3.58,0.7799999999999998
2018-03-14,3.85,4.61,1.04,1.8,3.62,0.7600000000000002
2018-03-15,3.86,4.63,1.04,1.81,3.62,0.77
2018-03-16,3.87,4.64,1.02,1.79,3.6,0.7699999999999996
2018-03-19,3.85,4.65,1.0,1.8,3.65,0.8000000000000003
2018-03-20,3.87,4.68,0.98,1.79,3.62,0.8099999999999996
2018-03-21,3.91,4.71,1.02,1.82,3.6,0.7999999999999998
2018-03-22,3.86,4.67,1.03,1.84,3.7,0.81
2018-03-23,3.88,4.69,1.06,1.87,3.74,0.8100000000000005
2018-03-26,3.89,4.69,1.04,1.84,3.73,0.8000000000000003
2018-03-27,3.83,4.64,1.05,1.86,3.75,0.8099999999999996
2018-03-28,3.82,4.63,1.05,1.86,3.77,0.81
2018-03-29,3.77,4.59,1.03,1.85,3.79,0.8199999999999998
2018-03-30,3.77,4.59,1.03,1.85,3.79,0.8199999999999998
2018-03-31,3.77,4.59,1.03,1.85,3.72,0.8199999999999998
2018-04-02,3.78,4.59,1.05,1.86,3.77,0.81
2018-04-03,3.81,4.63,1.02,1.84,3.71,0.8199999999999998
2018-04-04,3.81,4.64,1.02,1.85,3.71,0.8299999999999996
2018-04-05,3.83,4.67,1.0,1.84,3.59,0.8399999999999999
2018-04-06,3.78,4.61,1.01,1.84,3.64,0.8300000000000005
2018-04-09,3.76,4.61,0.98,1.83,3.61,0.8500000000000005
2018-04-10,3.77,4.6,0.97,1.8,3.52,0.8299999999999996
2018-04-11,3.75,4.59,0.96,1.8,3.5,0.8399999999999999
2018-04-12,3.79,4.62,0.96,1.79,3.42,0.8300000000000001
2018-04-13,3.79,4.61,0.97,1.79,3.38,0.8200000000000003
2018-04-16,3.79,4.6,0.96,1.77,3.33,0.8099999999999996
2018-04-17,3.76,4.58,0.94,1.76,3.29,0.8200000000000003
2018-04-18,3.81,4.63,0.94,1.76,3.24,0.8199999999999998
2018-04-19,3.89,4.69,0.97,1.77,3.33,0.8000000000000003
2018-04-20,3.9,4.74,0.94,1.78,3.33,0.8400000000000003
2018-04-23,3.94,4.74,0.96,1.76,3.36,0.8000000000000003
2018-04-24,3.94,4.77,0.94,1.77,3.41,0.8299999999999996
2018-04-25,3.99,4.83,0.96,1.8,3.47,0.8399999999999999
2018-04-26,3.99,4.8,0.99,1.8,3.43,0.8099999999999996
2018-04-27,3.94,4.76,0.98,1.8,3.44,0.8199999999999998
2018-04-30,3.95,4.74,1.0,1.79,3.46,0.79
2018-05-01,3.99,4.79,1.02,1.82,3.47,0.7999999999999998
2018-05-02,3.99,4.8,1.02,1.83,3.45,0.8099999999999996
2018-05-03,4.0,4.8,1.06,1.86,3.5,0.7999999999999998
2018-05-04,4.01,4.81,1.06,1.86,3.49,0.7999999999999998
2018-05-07,4.01,4.82,1.06,1.87,3.46,0.8100000000000005
2018-05-08,4.02,4.84,1.05,1.87,3.46,0.8200000000000003
2018-05-09,4.04,4.86,1.04,1.86,3.43,0.8200000000000003
2018-05-10,3.99,4.81,1.02,1.84,3.41,0.8199999999999994
2018-05-11,3.98,4.79,1.01,1.82,3.4,0.81
2018-05-14,3.99,4.81,0.99,1.81,3.37,0.8199999999999994
2018-05-15,4.07,4.89,0.99,1.81,3.36,0.8199999999999994
2018-05-16,4.06,4.89,0.97,1.8,3.37,0.8300000000000001
2018-05-17,4.08,4.93,0.97,1.82,3.36,0.8499999999999996
2018-05-18,4.04,4.89,0.98,1.83,3.41,0.8499999999999996
2018-05-21,4.05,4.89,0.99,1.83,3.4,0.8399999999999999
2018-05-22,4.05,4.89,0.99,1.83,3.39,0.8399999999999999
2018-05-23,4.02,4.85,1.01,1.84,3.48,0.8300000000000001
2018-05-24,3.98,4.82,1.0,1.84,3.49,0.8400000000000003
2018-05-25,3.93,4.78,1.0,1.85,3.53,0.8500000000000001
2018-05-28,3.93,4.78,1.0,1.85,3.53,0.8500000000000001
2018-05-29,3.85,4.73,1.08,1.96,3.75,0.8800000000000003
2018-05-30,3.89,4.75,1.05,1.91,3.64,0.8599999999999999
2018-05-31,3.85,4.72,1.02,1.89,3.63,0.8699999999999997
2018-06-01,3.92,4.79,1.03,1.9,3.55,0.8700000000000001
2018-06-04,3.96,4.82,1.02,1.88,3.49,0.8600000000000003
2018-06-05,3.95,4.82,1.03,1.9,3.5,0.8700000000000001
2018-06-06,4.0,4.88,1.03,1.91,3.44,0.8799999999999999
2018-06-07,3.95,4.82,1.02,1.89,3.44,0.8700000000000001
2018-06-08,3.96,4.83,1.03,1.9,3.45,0.8700000000000001
2018-06-11,3.96,4.85,1.0,1.89,3.39,0.8899999999999997
2018-06-12,3.97,4.84,1.01,1.88,3.38,0.8699999999999997
2018-06-13,3.98,4.85,1.0,1.87,3.33,0.8699999999999997
2018-06-14,3.92,4.82,0.98,1.88,3.31,0.9000000000000004
2018-06-15,3.91,4.8,0.98,1.87,3.33,0.8899999999999997
2018-06-18,3.94,4.82,1.02,1.9,3.34,0.8800000000000003
2018-06-19,3.93,4.8,1.04,1.91,3.4,0.8699999999999997
2018-06-20,3.99,4.85,1.06,1.92,3.34,0.8599999999999994
2018-06-21,3.98,4.85,1.08,1.95,3.39,0.8699999999999997
2018-06-22,3.99,4.87,1.09,1.97,3.39,0.8799999999999999
2018-06-25,3.98,4.86,1.11,1.99,3.47,0.8800000000000003
2018-06-26,3.98,4.87,1.1,1.99,3.48,0.8900000000000001
2018-06-27,3.93,4.81,1.1,1.98,3.56,0.8799999999999994
2018-06-28,3.93,4.84,1.09,2.0,3.64,0.9099999999999997
2018-06-29,3.93,4.84,1.08,1.99,3.61,0.9099999999999997
2018-06-30,3.93,4.84,1.08,1.99,3.71,0.9099999999999997
2018-07-02,3.93,4.84,1.06,1.97,3.78,0.9099999999999997
2018-07-03,3.9,4.82,1.07,1.99,3.77,0.9200000000000004
2018-07-04,3.9,4.82,1.07,1.99,3.77,0.9200000000000004
2018-07-05,3.89,4.79,1.05,1.95,3.74,0.8999999999999999
2018-07-06,3.88,4.78,1.06,1.96,3.74,0.9000000000000004
2018-07-09,3.85,4.79,0.99,1.93,3.65,0.94
2018-07-10,3.85,4.78,0.98,1.91,3.59,0.9300000000000002
2018-07-11,3.82,4.76,0.97,1.91,3.66,0.94
2018-07-12,3.81,4.75,0.96,1.9,3.61,0.94
2018-07-13,3.8,4.73,0.97,1.9,3.62,0.9300000000000006
2018-07-16,3.82,4.76,0.97,1.91,3.59,0.94
2018-07-17,3.84,4.76,0.98,1.9,3.58,0.9199999999999999
2018-07-18,3.85,4.77,0.97,1.89,3.56,0.9199999999999995
2018-07-19,3.83,4.74,0.99,1.9,3.59,0.9100000000000001
2018-07-20,3.9,4.8,1.01,1.91,3.55,0.8999999999999999
2018-07-23,3.96,4.87,1.0,1.91,3.5,0.9100000000000001
2018-07-24,3.91,4.83,0.96,1.88,3.47,0.9199999999999999
2018-07-25,3.9,4.81,0.96,1.87,3.48,0.9099999999999997
2018-07-26,3.92,4.83,0.94,1.85,3.42,0.9100000000000001
2018-07-27,3.9,4.8,0.94,1.84,3.42,0.8999999999999999
2018-07-30,3.91,4.82,0.93,1.84,3.43,0.9100000000000001
2018-07-31,3.89,4.79,0.93,1.83,3.46,0.8999999999999999
2018-08-01,3.94,4.83,0.94,1.83,3.43,0.8900000000000001
2018-08-02,3.91,4.82,0.93,1.84,3.43,0.9100000000000001
2018-08-03,3.89,4.79,0.94,1.84,3.43,0.8999999999999999
2018-08-06,3.87,4.76,0.93,1.82,3.43,0.8899999999999997
2018-08-07,3.9,4.8,0.92,1.82,3.35,0.8999999999999999
2018-08-08,3.94,4.8,0.98,1.84,3.37,0.8599999999999999
2018-08-09,3.92,4.78,0.99,1.85,3.38,0.8600000000000003
2018-08-10,3.86,4.74,0.99,1.87,3.5,0.8800000000000003
2018-08-13,3.92,4.79,1.04,1.91,3.52,0.8700000000000001
2018-08-14,3.92,4.79,1.03,1.9,3.48,0.8700000000000001
2018-08-15,3.88,4.76,1.02,1.9,3.55,0.8799999999999999
2018-08-16,3.89,4.76,1.02,1.89,3.49,0.8699999999999997
2018-08-17,3.87,4.76,1.0,1.89,3.49,0.8899999999999997
2018-08-20,3.83,4.71,1.01,1.89,3.52,0.8799999999999999
2018-08-21,3.85,4.73,1.0,1.88,3.48,0.8800000000000003
2018-08-22,3.84,4.73,1.02,1.91,3.48,0.8900000000000006
2018-08-23,3.84,4.72,1.02,1.9,3.47,0.8799999999999999
2018-08-24,3.83,4.72,1.01,1.9,3.46,0.8899999999999997
2018-08-27,3.86,4.74,1.01,1.89,3.43,0.8800000000000003
2018-08-28,3.9,4.78,1.02,1.9,3.4,0.8800000000000003
2018-08-29,3.88,4.77,0.99,1.88,3.39,0.8899999999999997
2018-08-30,3.9,4.76,1.04,1.9,3.44,0.8599999999999999
2018-08-31,3.91,4.78,1.05,1.92,3.49,0.8700000000000001
2018-09-03,3.91,4.78,1.05,1.92,3.49,0.8700000000000001
2018-09-04,3.98,4.84,1.08,1.94,3.46,0.8599999999999999
2018-09-05,3.97,4.85,1.07,1.95,3.49,0.8799999999999994
2018-09-06,3.94,4.81,1.06,1.93,3.52,0.8699999999999997
2018-09-07,3.99,4.87,1.05,1.93,3.48,0.8799999999999999
2018-09-10,3.95,4.86,1.01,1.92,3.46,0.9100000000000001
2018-09-11,3.97,4.88,0.99,1.9,3.4,0.9099999999999997
2018-09-12,3.94,4.86,0.97,1.89,3.38,0.9200000000000004
2018-09-13,3.92,4.84,0.95,1.87,3.35,0.9199999999999999
2018-09-14,3.94,4.87,0.95,1.88,3.29,0.9300000000000002
2018-09-17,3.94,4.87,0.95,1.88,3.29,0.9300000000000002
2018-09-18,4.02,4.93,0.97,1.88,3.24,0.9100000000000001
2018-09-19,4.04,4.96,0.96,1.88,3.24,0.9199999999999999
2018-09-20,3.99,4.92,0.92,1.85,3.25,0.9299999999999997
2018-09-21,3.99,4.9,0.92,1.83,3.25,0.9100000000000001
2018-09-24,4.0,4.92,0.92,1.84,3.28,0.9199999999999999
2018-09-25,4.02,4.93,0.92,1.83,3.26,0.9100000000000001
2018-09-26,3.99,4.9,0.93,1.84,3.27,0.9100000000000001
2018-09-27,3.98,4.89,0.92,1.83,3.25,0.9099999999999997
2018-09-28,3.99,4.89,0.94,1.84,3.24,0.8999999999999995
2018-09-30,3.99,4.89,0.94,1.84,3.28,0.8999999999999995
2018-10-01,4.02,4.92,0.93,1.83,3.22,0.9000000000000004
2018-10-02,3.98,4.89,0.93,1.84,3.22,0.9099999999999997
2018-10-03,4.06,4.98,0.91,1.83,3.16,0.9200000000000008
2018-10-04,4.11,5.03,0.92,1.84,3.29,0.9199999999999999
2018-10-05,4.17,5.08,0.94,1.85,3.32,0.9100000000000001
2018-10-08,4.17,5.08,0.94,1.85,3.32,0.9100000000000001
2018-10-09,4.14,5.05,0.93,1.84,3.41,0.9100000000000001
2018-10-10,4.16,5.08,0.94,1.86,3.51,0.9199999999999999
2018-10-11,4.09,5.02,0.95,1.88,3.58,0.9299999999999997
2018-10-12,4.12,5.03,0.97,1.88,3.54,0.9100000000000001
2018-10-15,4.14,5.05,0.98,1.89,3.49,0.9100000000000001
2018-10-16,4.09,5.04,0.93,1.88,3.45,0.9500000000000002
2018-10-17,4.13,5.07,0.94,1.88,3.45,0.9400000000000004
2018-10-18,4.16,5.09,0.99,1.92,3.51,0.9299999999999997
2018-10-19,4.18,5.12,0.98,1.92,3.51,0.9400000000000004
2018-10-22,4.19,5.12,0.99,1.92,3.52,0.9299999999999997
2018-10-23,4.19,5.13,1.02,1.96,3.65,0.9399999999999995
2018-10-24,4.16,5.09,1.06,1.99,3.68,0.9299999999999997
2018-10-25,4.2,5.12,1.06,1.98,3.72,0.9199999999999999
2018-10-26,4.18,5.1,1.1,2.02,3.85,0.9199999999999999
2018-10-29,4.18,5.1,1.1,2.02,3.84,0.9199999999999999
2018-10-30,4.23,5.15,1.11,2.03,3.89,0.9199999999999999
2018-10-31,4.27,5.18,1.12,2.03,3.81,0.9100000000000001
2018-11-01,4.28,5.18,1.14,2.04,3.81,0.8999999999999995
2018-11-02,4.27,5.24,1.05,2.02,3.72,0.9700000000000006
2018-11-05,4.25,5.22,1.05,2.02,3.72,0.9699999999999998
2018-11-06,4.24,5.2,1.02,1.98,3.68,0.96
2018-11-07,4.23,5.18,1.01,1.96,3.6,0.9499999999999993
2018-11-08,4.2,5.2,0.96,1.96,3.57,1.0
2018-11-09,4.16,5.17,0.97,1.98,3.71,1.0099999999999998
2018-11-12,4.16,5.17,0.97,1.98,3.71,1.0099999999999998
2018-11-13,4.21,5.18,1.07,2.04,3.89,0.9699999999999998
2018-11-14,4.21,5.21,1.09,2.09,3.99,1.0
2018-11-15,4.25,5.24,1.14,2.13,4.11,0.9900000000000002
2018-11-16,4.21,5.21,1.13,2.13,4.18,1.0
2018-11-19,4.21,5.22,1.15,2.16,4.25,1.0099999999999998
2018-11-20,4.22,5.23,1.16,2.17,4.33,1.0100000000000007
2018-11-21,4.19,5.23,1.13,2.17,4.24,1.04
2018-11-22,4.19,5.23,1.13,2.17,4.25,1.04
2018-11-23,4.18,5.23,1.13,2.18,4.29,1.0500000000000007
2018-11-26,4.18,5.23,1.11,2.16,4.26,1.0500000000000007
2018-11-27,4.18,5.26,1.12,2.2,4.31,1.08
2018-11-28,4.23,5.28,1.17,2.22,4.25,1.0499999999999998
2018-11-29,4.21,5.29,1.18,2.26,4.22,1.08
2018-11-30,4.22,5.28,1.21,2.27,4.29,1.0600000000000005
2018-12-03,4.17,5.24,1.19,2.26,4.2,1.0700000000000003
2018-12-04,4.09,5.16,1.18,2.25,4.29,1.0700000000000003
2018-12-05,4.09,5.16,1.18,2.25,4.29,1.0700000000000003
2018-12-06,4.08,5.16,1.21,2.29,4.5,1.08
2018-12-07,4.06,5.16,1.21,2.31,4.5,1.1000000000000005
2018-12-10,4.08,5.16,1.23,2.31,4.56,1.08
2018-12-11,4.03,5.15,1.14,2.26,4.48,1.12
2018-12-12,4.01,5.15,1.1,2.24,4.4,1.1400000000000006
2018-12-13,4.01,5.16,1.1,2.25,4.39,1.1500000000000004
2018-12-14,4.02,5.14,1.13,2.25,4.46,1.12
2018-12-17,3.99,5.11,1.13,2.25,4.58,1.12
2018-12-18,3.95,5.08,1.13,2.26,4.72,1.13
2018-12-19,3.89,5.04,1.12,2.27,4.84,1.15
2018-12-20,3.95,5.07,1.16,2.28,5.11,1.12
2018-12-21,3.97,5.1,1.18,2.31,5.22,1.1299999999999994
2018-12-24,3.96,5.09,1.22,2.35,5.35,1.13
2018-12-25,3.96,5.09,1.22,2.35,5.35,1.13
2018-12-26,4.01,5.14,1.2,2.33,5.37,1.13
2018-12-27,4.01,5.13,1.24,2.36,5.38,1.12
2018-12-28,4.02,5.16,1.3,2.44,5.3,1.1400000000000006
2018-12-31,3.99,5.14,1.3,2.45,5.33,1.1499999999999995
2019-01-01,3.99,5.14,1.3,2.45,5.33,1.1499999999999995
2019-01-02,3.95,5.11,1.29,2.45,5.35,1.1600000000000001
2019-01-03,3.91,5.04,1.35,2.48,5.44,1.13
2019-01-04,3.98,5.12,1.31,2.45,5.05,1.1400000000000001
2019-01-07,3.96,5.12,1.26,2.42,4.83,1.1600000000000001
2019-01-08,3.97,5.12,1.24,2.39,4.65,1.15
2019-01-09,3.96,5.13,1.22,2.39,4.52,1.17
2019-01-10,3.98,5.16,1.24,2.42,4.54,1.1800000000000002
2019-01-11,3.96,5.13,1.25,2.42,4.55,1.17
2019-01-14,4.0,5.17,1.29,2.46,4.6,1.17
2019-01-15,3.99,5.18,1.27,2.46,4.55,1.1899999999999995
2019-01-16,4.0,5.18,1.27,2.45,4.44,1.1799999999999997
2019-01-17,4.0,5.18,1.25,2.43,4.4,1.1799999999999997
2019-01-18,3.96,5.17,1.17,2.38,4.27,1.21
2019-01-21,3.96,5.17,1.17,2.38,4.27,1.21
2019-01-22,3.92,5.12,1.18,2.38,4.41,1.2000000000000002
2019-01-23,3.89,5.13,1.13,2.37,4.39,1.2399999999999998
2019-01-24,3.86,5.09,1.14,2.37,4.45,1.23
2019-01-25,3.86,5.1,1.1,2.34,4.34,1.2399999999999998
2019-01-28,3.87,5.11,1.12,2.36,4.41,1.2400000000000002
2019-01-29,3.85,5.08,1.13,2.36,4.4,1.23
2019-01-30,3.85,5.07,1.15,2.37,4.36,1.2200000000000002
2019-01-31,3.79,5.01,1.16,2.38,4.37,1.2199999999999998
2019-02-01,3.81,5.01,1.11,2.31,4.29,1.1999999999999997
2019-02-04,3.83,5.03,1.1,2.3,4.25,1.2000000000000002
2019-02-05,3.79,4.98,1.08,2.27,4.15,1.1900000000000004
2019-02-06,3.78,4.98,1.08,2.28,4.13,1.2000000000000006
2019-02-07,3.75,4.96,1.1,2.31,4.29,1.21
2019-02-08,3.77,4.93,1.14,2.3,4.32,1.1599999999999997
2019-02-11,3.76,4.95,1.11,2.3,4.28,1.1900000000000004
2019-02-12,3.8,4.98,1.12,2.3,4.17,1.1800000000000006
2019-02-13,3.78,4.98,1.07,2.27,4.12,1.2000000000000006
2019-02-14,3.77,4.96,1.11,2.3,4.17,1.19
